stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:01:00,1608.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:02:00,1057.5
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:03:00,737.6666666666666
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:04:00,459.5
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:05:00,391.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:06:00,211.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:07:00,519.6666666666666
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:08:00,556.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:09:00,210.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:10:00,167.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:11:00,758.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:12:00,441.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:13:00,215.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:14:00,513.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:15:00,733.6666666666666
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:16:00,209.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:17:00,632.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:18:00,328.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:19:00,578.3333333333334
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:20:00,691.5
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:21:00,204.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:22:00,157.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:23:00,1043.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:24:00,217.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:25:00,1114.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:26:00,958.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:27:00,435.5
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:28:00,206.5
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:29:00,723.3333333333334
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:30:00,1318.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:31:00,743.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:32:00,725.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:33:00,444.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:34:00,220.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:35:00,773.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:36:00,147.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:37:00,206.5
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:38:00,464.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:39:00,392.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:40:00,553.3333333333334
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:41:00,894.3333333333334
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:42:00,907.0
stats.timers.services.pub-api.prod.wl.call.cartGet.mean,2013-09-16 00:43:00,186.0
